img_path,model_id,is_test,car_type,door_count,seat_count,max_speed,displacement
data/raw/compcars/image/60/002559.jpg,60,1,sedan,4,7,199,2.0
data/raw/compcars/image/71/005370.jpg,71,1,sedan,2,5,166,2.0
data/raw/compcars/image/66/001365.jpg,66,0,suv,5,5,254,2.5
data/raw/compcars/image/5/004104.jpg,5,0,mpv,4,7,122,2.5
data/raw/compcars/image/100/001999.jpg,100,0,hatchback,2,5,263,4.0
data/raw/compcars/image/54/005653.jpg,54,0,coupe,4,2,189,3.0
data/raw/compcars/image/76/004475.jpg,76,0,mpv,5,7,207,2.5
data/raw/compcars/image/77/002976.jpg,77,0,hatchback,4,5,275,3.0
data/raw/compcars/image/40/003939.jpg,40,0,coupe,2,5,239,3.0
data/raw/compcars/image/13/003712.jpg,13,1,mpv,4,7,150,2.5
data/raw/compcars/image/45/003144.jpg,45,0,mpv,4,7,225,2.5
data/raw/compcars/image/98/004497.jpg,98,0,mpv,5,7,171,4.0
data/raw/compcars/image/17/002016.jpg,17,0,suv,4,7,234,2.0
data/raw/compcars/image/95/004694.jpg,95,0,suv,2,7,288,4.0
data/raw/compcars/image/61/004760.jpg,61,0,mpv,5,7,212,2.0
data/raw/compcars/image/11/004810.jpg,11,0,mpv,5,7,260,2.5
data/raw/compcars/image/4/003903.jpg,4,0,hatchback,2,5,238,2.5
data/raw/compcars/image/58/004357.jpg,58,1,hatchback,4,5,162,1.5
data/raw/compcars/image/22/002421.jpg,22,0,hatchback,2,5,239,1.5
data/raw/compcars/image/21/003920.jpg,21,1,coupe,2,2,217,3.0
data/raw/compcars/image/67/004866.jpg,67,0,mpv,5,7,137,1.5
data/raw/compcars/image/100/003499.jpg,100,0,hatchback,2,5,263,4.0
data/raw/compcars/image/42/005741.jpg,42,0,hatchback,4,5,234,3.0
data/raw/compcars/image/33/002532.jpg,33,0,suv,5,5,142,3.0
data/raw/compcars/image/78/001577.jpg,78,0,sedan,4,5,188,1.5
data/raw/compcars/image/13/004812.jpg,13,1,mpv,4,7,150,2.5
data/raw/compcars/image/80/004979.jpg,80,0,suv,5,7,245,2.0
data/raw/compcars/image/3/001802.jpg,3,0,mpv,5,7,175,4.0
data/raw/compcars/image/87/002086.jpg,87,0,hatchback,5,5,209,2.5
data/raw/compcars/image/57/005056.jpg,57,0,sedan,4,5,236,3.0
data/raw/compcars/image/89/003888.jpg,89,0,sedan,4,5,176,3.0
data/raw/compcars/image/55/004054.jpg,55,0,mpv,5,7,220,2.0
data/raw/compcars/image/35/004634.jpg,35,0,sedan,4,5,246,2.5
data/raw/compcars/image/33/002732.jpg,33,0,suv,5,5,142,3.0
data/raw/compcars/image/68/004167.jpg,68,0,hatchback,5,5,163,4.0
data/raw/compcars/image/2/003701.jpg,2,0,coupe,2,5,200,1.5
data/raw/compcars/image/31/003530.jpg,31,0,hatchback,5,5,134,3.0
data/raw/compcars/image/94/004293.jpg,94,0,hatchback,2,5,138,1.5
data/raw/compcars/image/31/003930.jpg,31,0,hatchback,5,5,134,3.0
data/raw/compcars/image/22/002121.jpg,22,0,hatchback,2,5,239,1.5
data/raw/compcars/image/73/002872.jpg,73,0,hatchback,5,5,248,1.5
data/raw/compcars/image/76/001775.jpg,76,0,mpv,5,7,207,2.5
data/raw/compcars/image/14/003013.jpg,14,1,suv,4,7,265,2.0
data/raw/compcars/image/62/005261.jpg,62,0,coupe,2,2,271,4.0
data/raw/compcars/image/59/003058.jpg,59,1,suv,5,7,126,1.5
data/raw/compcars/image/19/002818.jpg,19,0,hatchback,5,5,151,2.0
data/raw/compcars/image/21/002720.jpg,21,0,coupe,2,2,217,3.0
data/raw/compcars/image/29/001728.jpg,29,0,coupe,2,2,264,2.0
data/raw/compcars/image/6/004305.jpg,6,1,suv,4,5,288,3.0
data/raw/compcars/image/47/001646.jpg,47,0,sedan,4,2,247,2.5
data/raw/compcars/image/38/005037.jpg,38,1,coupe,2,2,297,2.0
data/raw/compcars/image/100/004699.jpg,100,0,hatchback,2,5,263,4.0
data/raw/compcars/image/8/003407.jpg,8,0,hatchback,5,5,244,2.5
data/raw/compcars/image/97/005496.jpg,97,0,sedan,2,5,207,3.0
data/raw/compcars/image/35/002934.jpg,35,0,sedan,4,5,246,2.5
data/raw/compcars/image/9/004408.jpg,9,1,suv,5,7,155,2.5
data/raw/compcars/image/2/002501.jpg,2,0,coupe,2,5,200,1.5
data/raw/compcars/image/49/003248.jpg,49,1,hatchback,4,5,172,2.5
data/raw/compcars/image/14/005413.jpg,14,0,suv,4,7,265,2.0
data/raw/compcars/image/6/004105.jpg,6,0,suv,4,5,288,3.0
data/raw/compcars/image/36/001635.jpg,36,0,sedan,5,5,242,4.0
data/raw/compcars/image/97/004196.jpg,97,1,sedan,2,5,207,3.0
data/raw/compcars/image/50/001649.jpg,50,1,coupe,2,2,252,4.0
data/raw/compcars/image/53/002252.jpg,53,0,mpv,5,7,213,2.5
data/raw/compcars/image/59/005558.jpg,59,0,suv,5,7,126,1.5
data/raw/compcars/image/100/004999.jpg,100,1,hatchback,2,5,263,4.0
data/raw/compcars/image/86/005485.jpg,86,0,sedan,4,5,273,1.5
data/raw/compcars/image/92/005491.jpg,92,0,mpv,5,7,231,4.0
data/raw/compcars/image/28/003127.jpg,28,0,suv,4,7,297,4.0
data/raw/compcars/image/42/005141.jpg,42,1,hatchback,4,5,234,3.0
data/raw/compcars/image/40/005539.jpg,40,0,coupe,2,5,239,3.0
data/raw/compcars/image/40/004239.jpg,40,0,coupe,2,5,239,3.0
data/raw/compcars/image/99/005298.jpg,99,0,coupe,2,2,158,2.5
data/raw/compcars/image/56/003355.jpg,56,0,coupe,2,2,192,1.5
data/raw/compcars/image/67/003466.jpg,67,0,mpv,5,7,137,1.5
data/raw/compcars/image/81/001780.jpg,81,0,mpv,5,7,297,1.5
data/raw/compcars/image/23/003422.jpg,23,0,sedan,2,5,211,2.5
data/raw/compcars/image/55/003054.jpg,55,0,mpv,5,7,220,2.0
data/raw/compcars/image/27/002526.jpg,27,0,suv,4,7,188,2.0
data/raw/compcars/image/80/004179.jpg,80,0,suv,5,7,245,2.0
data/raw/compcars/image/95/003194.jpg,95,0,suv,2,7,288,4.0
data/raw/compcars/image/21/002820.jpg,21,0,coupe,2,2,217,3.0
data/raw/compcars/image/88/005687.jpg,88,1,sedan,4,5,244,2.5
data/raw/compcars/image/93/004392.jpg,93,0,coupe,2,2,223,2.5
data/raw/compcars/image/27/002626.jpg,27,0,suv,4,7,188,2.0
data/raw/compcars/image/55/003954.jpg,55,0,mpv,5,7,220,2.0
data/raw/compcars/image/73/001372.jpg,73,1,hatchback,5,5,248,1.5
data/raw/compcars/image/5/004304.jpg,5,0,mpv,4,7,122,2.5
data/raw/compcars/image/40/005739.jpg,40,1,coupe,2,5,239,3.0
data/raw/compcars/image/45/005944.jpg,45,0,mpv,4,7,225,2.5
data/raw/compcars/image/36/001835.jpg,36,0,sedan,5,5,242,4.0
data/raw/compcars/image/30/001729.jpg,30,0,sedan,5,5,126,2.0
data/raw/compcars/image/32/001231.jpg,32,0,suv,4,2,144,1.5
data/raw/compcars/image/23/002722.jpg,23,0,sedan,2,5,211,2.5
data/raw/compcars/image/39/002338.jpg,39,1,suv,5,7,196,2.0
data/raw/compcars/image/78/003177.jpg,78,1,sedan,4,5,188,1.5
data/raw/compcars/image/15/003014.jpg,15,0,sedan,4,5,181,2.0
data/raw/compcars/image/32/005931.jpg,32,0,suv,4,2,144,1.5
data/raw/compcars/image/23/002522.jpg,23,0,sedan,2,5,211,2.5
data/raw/compcars/image/26/002625.jpg,26,0,coupe,2,5,121,1.5
data/raw/compcars/image/6/002805.jpg,6,0,suv,4,5,288,3.0
data/raw/compcars/image/96/004395.jpg,96,0,hatchback,5,5,145,1.5
data/raw/compcars/image/61/004160.jpg,61,0,mpv,5,7,212,2.0
data/raw/compcars/image/30/004029.jpg,30,0,sedan,5,5,126,2.0
data/raw/compcars/image/90/001489.jpg,90,0,sedan,2,5,189,1.5
data/raw/compcars/image/82/005281.jpg,82,0,suv,5,5,222,1.5
data/raw/compcars/image/56/004955.jpg,56,0,coupe,2,2,192,1.5
data/raw/compcars/image/2/002101.jpg,2,0,coupe,2,5,200,1.5
data/raw/compcars/image/41/004740.jpg,41,0,mpv,4,7,214,4.0
data/raw/compcars/image/40/001839.jpg,40,1,coupe,2,5,239,3.0
data/raw/compcars/image/79/005278.jpg,79,1,suv,5,5,140,2.0
data/raw/compcars/image/36/001235.jpg,36,0,sedan,5,5,242,4.0
data/raw/compcars/image/84/004683.jpg,84,0,mpv,5,7,154,4.0
data/raw/compcars/image/93/005892.jpg,93,1,coupe,2,2,223,2.5
data/raw/compcars/image/35/001934.jpg,35,1,sedan,4,5,246,2.5
data/raw/compcars/image/6/004805.jpg,6,0,suv,4,5,288,3.0
data/raw/compcars/image/48/003947.jpg,48,0,suv,4,2,131,1.5
data/raw/compcars/image/7/004106.jpg,7,0,suv,4,5,138,2.5
data/raw/compcars/image/28/005227.jpg,28,0,suv,4,7,297,4.0
data/raw/compcars/image/70/004769.jpg,70,0,suv,4,5,141,4.0
data/raw/compcars/image/43/005742.jpg,43,0,sedan,5,5,245,2.5
data/raw/compcars/image/44/004843.jpg,44,0,suv,5,5,270,2.0
data/raw/compcars/image/65/005764.jpg,65,1,hatchback,2,5,295,2.0
data/raw/compcars/image/54/003253.jpg,54,0,coupe,4,2,189,3.0
data/raw/compcars/image/26/002125.jpg,26,1,coupe,2,5,121,1.5
data/raw/compcars/image/52/003851.jpg,52,0,suv,5,7,288,2.5
data/raw/compcars/image/67/002966.jpg,67,1,mpv,5,7,137,1.5
data/raw/compcars/image/42/001241.jpg,42,0,hatchback,4,5,234,3.0
data/raw/compcars/image/23/004622.jpg,23,0,sedan,2,5,211,2.5
data/raw/compcars/image/75/003774.jpg,75,1,coupe,4,2,221,2.0
data/raw/compcars/image/48/004947.jpg,48,0,suv,4,2,131,1.5
data/raw/compcars/image/1/002500.jpg,1,0,coupe,2,2,248,1.5
data/raw/compcars/image/41/004940.jpg,41,0,mpv,4,7,214,4.0
data/raw/compcars/image/99/004198.jpg,99,0,coupe,2,2,158,2.5
data/raw/compcars/image/16/002315.jpg,16,0,suv,4,5,256,3.0
data/raw/compcars/image/50/004849.jpg,50,0,coupe,2,2,252,4.0
data/raw/compcars/image/28/001927.jpg,28,0,suv,4,7,297,4.0
data/raw/compcars/image/94/002693.jpg,94,0,hatchback,2,5,138,1.5
data/raw/compcars/image/93/001292.jpg,93,0,coupe,2,2,223,2.5
data/raw/compcars/image/25/004824.jpg,25,0,suv,5,5,248,2.0
data/raw/compcars/image/58/003457.jpg,58,0,hatchback,4,5,162,1.5
data/raw/compcars/image/34/001533.jpg,34,0,sedan,4,5,187,2.5
data/raw/compcars/image/9/004908.jpg,9,0,suv,5,7,155,2.5
data/raw/compcars/image/11/001410.jpg,11,0,mpv,5,7,260,2.5
data/raw/compcars/image/40/005039.jpg,40,0,coupe,2,5,239,3.0
data/raw/compcars/image/100/004299.jpg,100,1,hatchback,2,5,263,4.0
data/raw/compcars/image/31/003030.jpg,31,0,hatchback,5,5,134,3.0
data/raw/compcars/image/12/002911.jpg,12,1,mpv,5,7,199,1.5
data/raw/compcars/image/40/005439.jpg,40,0,coupe,2,5,239,3.0
data/raw/compcars/image/61/002160.jpg,61,0,mpv,5,7,212,2.0
data/raw/compcars/image/98/004797.jpg,98,0,mpv,5,7,171,4.0
data/raw/compcars/image/74/004273.jpg,74,0,hatchback,4,5,245,1.5
data/raw/compcars/image/30/001429.jpg,30,0,sedan,5,5,126,2.0
data/raw/compcars/image/75/005574.jpg,75,1,coupe,4,2,221,2.0
data/raw/compcars/image/62/001661.jpg,62,0,coupe,2,2,271,4.0
data/raw/compcars/image/24/003223.jpg,24,0,sedan,2,5,227,2.5
data/raw/compcars/image/38/002437.jpg,38,0,coupe,2,2,297,2.0
data/raw/compcars/image/20/005319.jpg,20,0,sedan,4,5,206,2.0
data/raw/compcars/image/50/003549.jpg,50,1,coupe,2,2,252,4.0
data/raw/compcars/image/33/003432.jpg,33,0,suv,5,5,142,3.0
data/raw/compcars/image/35/002034.jpg,35,1,sedan,4,5,246,2.5
data/raw/compcars/image/29/003228.jpg,29,0,coupe,2,2,264,2.0
data/raw/compcars/image/70/001769.jpg,70,0,suv,4,5,141,4.0
data/raw/compcars/image/36/005535.jpg,36,0,sedan,5,5,242,4.0
data/raw/compcars/image/83/001982.jpg,83,0,hatchback,5,5,157,2.0
data/raw/compcars/image/46/001945.jpg,46,1,sedan,5,5,209,3.0
data/raw/compcars/image/90/003789.jpg,90,0,sedan,2,5,189,1.5
data/raw/compcars/image/67/004666.jpg,67,0,mpv,5,7,137,1.5
data/raw/compcars/image/69/001768.jpg,69,0,hatchback,2,5,248,3.0
data/raw/compcars/image/3/005302.jpg,3,0,mpv,5,7,175,4.0
data/raw/compcars/image/53/001452.jpg,53,0,mpv,5,7,213,2.5
data/raw/compcars/image/17/004316.jpg,17,0,suv,4,7,234,2.0
data/raw/compcars/image/7/005306.jpg,7,0,suv,4,5,138,2.5
data/raw/compcars/image/50/001549.jpg,50,0,coupe,2,2,252,4.0
data/raw/compcars/image/79/001878.jpg,79,0,suv,5,5,140,2.0
data/raw/compcars/image/67/005266.jpg,67,0,mpv,5,7,137,1.5
data/raw/compcars/image/74/005273.jpg,74,0,hatchback,4,5,245,1.5
data/raw/compcars/image/22/001721.jpg,22,0,hatchback,2,5,239,1.5
data/raw/compcars/image/56/003555.jpg,56,0,coupe,2,2,192,1.5
data/raw/compcars/image/58/004557.jpg,58,0,hatchback,4,5,162,1.5
data/raw/compcars/image/62/002261.jpg,62,0,coupe,2,2,271,4.0
data/raw/compcars/image/25/001524.jpg,25,0,suv,5,5,248,2.0
data/raw/compcars/image/46/005845.jpg,46,0,sedan,5,5,209,3.0
data/raw/compcars/image/73/003172.jpg,73,0,hatchback,5,5,248,1.5
data/raw/compcars/image/13/003512.jpg,13,0,mpv,4,7,150,2.5
data/raw/compcars/image/36/005335.jpg,36,0,sedan,5,5,242,4.0
data/raw/compcars/image/3/003502.jpg,3,1,mpv,5,7,175,4.0
data/raw/compcars/image/10/001309.jpg,10,0,coupe,2,2,243,1.5
data/raw/compcars/image/13/001712.jpg,13,0,mpv,4,7,150,2.5
data/raw/compcars/image/24/002423.jpg,24,0,sedan,2,5,227,2.5
data/raw/compcars/image/24/005323.jpg,24,0,sedan,2,5,227,2.5
data/raw/compcars/image/7/004306.jpg,7,0,suv,4,5,138,2.5
data/raw/compcars/image/30/004129.jpg,30,1,sedan,5,5,126,2.0
data/raw/compcars/image/22/004821.jpg,22,0,hatchback,2,5,239,1.5
data/raw/compcars/image/45/001344.jpg,45,0,mpv,4,7,225,2.5
data/raw/compcars/image/93/002492.jpg,93,0,coupe,2,2,223,2.5
data/raw/compcars/image/9/002808.jpg,9,1,suv,5,7,155,2.5
data/raw/compcars/image/85/001384.jpg,85,0,mpv,5,5,255,4.0
data/raw/compcars/image/69/003468.jpg,69,0,hatchback,2,5,248,3.0
data/raw/compcars/image/61/003460.jpg,61,0,mpv,5,7,212,2.0
data/raw/compcars/image/36/005035.jpg,36,0,sedan,5,5,242,4.0
data/raw/compcars/image/11/001610.jpg,11,1,mpv,5,7,260,2.5
data/raw/compcars/image/24/001223.jpg,24,1,sedan,2,5,227,2.5
data/raw/compcars/image/14/003213.jpg,14,0,suv,4,7,265,2.0
data/raw/compcars/image/10/002509.jpg,10,1,coupe,2,2,243,1.5
data/raw/compcars/image/68/005867.jpg,68,0,hatchback,5,5,163,4.0
data/raw/compcars/image/74/002473.jpg,74,0,hatchback,4,5,245,1.5
data/raw/compcars/image/88/004387.jpg,88,0,sedan,4,5,244,2.5
data/raw/compcars/image/59/005358.jpg,59,0,suv,5,7,126,1.5
data/raw/compcars/image/78/004977.jpg,78,0,sedan,4,5,188,1.5
data/raw/compcars/image/38/005937.jpg,38,1,coupe,2,2,297,2.0
data/raw/compcars/image/37/001636.jpg,37,0,hatchback,5,5,169,3.0
data/raw/compcars/image/72/004371.jpg,72,0,coupe,2,2,201,2.5
data/raw/compcars/image/68/001767.jpg,68,0,hatchback,5,5,163,4.0
data/raw/compcars/image/34/005733.jpg,34,0,sedan,4,5,187,2.5
data/raw/compcars/image/59/005258.jpg,59,0,suv,5,7,126,1.5
data/raw/compcars/image/71/003570.jpg,71,0,sedan,2,5,166,2.0
data/raw/compcars/image/83/005382.jpg,83,0,hatchback,5,5,157,2.0
data/raw/compcars/image/66/001665.jpg,66,1,suv,5,5,254,2.5
data/raw/compcars/image/32/001931.jpg,32,0,suv,4,2,144,1.5
data/raw/compcars/image/34/001933.jpg,34,0,sedan,4,5,187,2.5
data/raw/compcars/image/9/003708.jpg,9,1,suv,5,7,155,2.5
data/raw/compcars/image/14/001613.jpg,14,1,suv,4,7,265,2.0
data/raw/compcars/image/68/003667.jpg,68,1,hatchback,5,5,163,4.0
